0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.22416801634786543,0.22597829962654314,0.25693373468676306,0.25955556547933645,0.2608033892947197,0.23443952870963702,0.18438851329212014,0.14565533975762213,0.13019297770635951,0.14848870286259075,0.20634600825658156,0.2535474813197567,0.30198472875508653,0.3327292421015122,0.35503241193041113,0.3890994509194545,0.4093098505160926,0.40749461674784726,0.36408415297591246,0.29835410763151593,0.23189377397366284,0.167007412213366,0.1330042990485958,0.12942487601007535,0.13661482492005783,0.18169956739269422,0.24774273464303276,0.3142024445999483,0.37805991112097814,0.4036098487604911,0.39465557254493255,0.4074311567872093,0.41094446748577607,0.41799242583943297,0.45291007693115093,0.4583874299330577,0.44226209037708397,0.43980290664308797,0.450349133637435,0.457212324132501,0.46586379595793215,0.46162452781817054,0.4423791847568257,0.43567950152304213,0.4443915818391857,0.4520805149340039,0.4648384497728668,0.46759905744378605,0.4245889912285845,0.3703411656661313,0.3092949687182607,0.25330680635681047,0.18769644918787254,0.13190703654117764,0.07065116171971741,0.029594538683030525,0.05365889884210384,0.10835907351443597,0.16995799690436497,0.23638356064449306,0.29902687672098116,0.3545465441437079,0.4204688987623273,0.4852536995284762,0.5397004460538106,0.6045460684221631,0.6710021334020033,0.7350458287643455,0.7896623301838663,0.8550508011087414,0.9164042530701533,0.9723087187192001,1.0,0.9499727910721889,0.8887082886796214,0.8354694168626917,0.7881220035333181,0.7412679108298366,0.7160407268287132,0.724875611474221,0.7262613530395288,0.7186671554256581,0.6929420302902378,0.6577467711809772,0.6239428170530061,0.568035259700959,0.5275646515011609,0.4800478888496129,0.427985245583026,0.3867690559764094,0.3412625628489052,0.2951133569782409,0.28931624751091567,0.3108925527811057,0.34114301945493164,0.3670969125963284,0.3943071593197196,0.41957911741959375,0.4361989792651859,0.44748393795124164,0.4401537249722711,0.45347000755986455,0.4546170720779954,0.43141719532557543,0.4274262024295421,0.43967396141198245,0.4290043109826467,0.44223303683221316,0.4604268378204246,0.4464032766012074,0.4265235958685576,0.39631614805304993,0.40681887637552805,0.4421844920366258,0.4385592594578105,0.4480182580734384,0.4429412494047087,0.3980149157835555,0.3331901405566984,0.2784137544270302,0.21480161617108484,0.1534044069113154,0.09687450879917048,0.035543028196216575,0.0,0.009808413212369249,0.0656356192331673,0.12219675599777657,0.18347044978574,0.24990402903257003,0.3163490206879862,0.3782866948708459,0.43437668015669306,0.5004400587628233,0.5668947145002088,0.6305330485482692,0.6853096606733224,0.7509763534229941,0.8173665288083614,0.8767991063749938,0.9069554103928383,0.867127681809289,0.8172974008609022,0.7701529012268029,0.7407296203509741,0.7158300764522783,0.7224432459634755,0.7233916741406747,0.6940373871532519,0.6692561808529094,0.6360429425111414,0.6008975695529584,0.5629370291572746,0.5139862694247688,0.46893768843658457,0.4216650761448255,0.3685515451689536,0.32472866505508646,0.2854590283607914,0.26878350376371873,0.2823586102747422,0.30509320446377197,0.31772810133792273,0.3132275475718136,0.3142120143841298,0.3333520310664255,0.3294574498166285,0.3352519470380195,0.33333292584420926,0.353947398448629,0.3588564343268912,0.3602322891066163,0.3689283312902911,0.36337143560129004,0.3860735861870479,0.37596641425554234,0.3521462227258487,0.358039665458151,0.39264441681755446,0.3971973412151657,0.40365741793707377,0.42695388701968007,0.41078158822994837,0.3590687620985862,0.2943439725216219,0.2386452056176176,0.1762348150522688,0.11350876739034366,0.0582322622967264,0.005877209313779774,0.00761025254203429,0.05610848420165482,0.11911968902971548,0.1745997600335043,0.23730621260756335,0.30360569603800736,0.36174735897970933,0.4214308979652768,0.48783220679940253,0.5542367248798818,0.6144959598118627,0.6720774110350822,0.737413444880163,0.7921296266872426,0.8540344691161166,0.892784612017743,0.861775233948312,0.8151718664410139,0.7661145039790243,0.7459630530318391,0.7749445878980286,0.7872680349340122,0.7787868447563109,0.7704894938108637,0.7471625427325792,0.7144143957717843,0.6694591084303609,0.6247377900993012,0.5693871369320349,0.522529507757242,0.47700975311435956,0.42272203215109805,0.38061454909197057,0.36431272881426,0.34503872733171015,0.3564223820060448,0.371688943139199,0.36232366524636506,0.3922850367758257,0.4152533098224156,0.43331726656107117,0.43996599946687986,0.44199048300201493,0.4576720359888129,0.46045466191576656,0.44065456063955866,0.4447067104002671,0.4474879573559254,0.4601642716587353,0.45650567050721325,0.44367129103981107,0.4449247745801057,0.4617395490887555,0.4412825752758307,0.4548504117840153,0.4921324008549468,0.5053414929415907,0.46630299289835486,0.4035287192939059,0.33707860057679184,0.2714339447527885,0.21680227630695503,0.1631722968899112,0.15015786139574105,0.19390414255819666
